cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,lossSorted
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,4,1,3,3,8,13,6,1,1,7,5,5,3,8,2,14,2,6,35,4,2,48,0.459904,0.827585,0.777587,0.952482,0.281143,0.46425,0.573884,0.50658,0.39849,0.57172,0.81013,0.798279,0.279556,0.381989,2483.04
1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,10,2,1,1,11,2,7,2,9,2,11,2,19,11,1,1,56,0.61434,0.358319,0.298977,0.275813,0.281143,0.899989,0.943306,0.34445,0.58325,0.80218,0.888438,0.879347,0.818567,0.21121,2485.99
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,1,1,2,1,3,3,4,7,12,1,7,2,1,3,4,0.475784,0.245921,0.440642,0.534409,0.78323,0.335056,0.362969,0.36083,0.39849,0.39599,0.291268,0.286079,0.339244,0.234577,2486.94
1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,4,1,1,2,2,1,3,3,3,8,6,1,2,6,2,5,9,4,2,18,1,6,10,9,2,38,0.523592,0.299102,0.54977,0.208655,0.281143,0.438337,0.578223,0.26847,0.41879,0.39068,0.550529,0.538473,0.226765,0.38346,2497.86
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,3,3,4,6,1,1,5,2,1,9,4,2,11,1,1,18,1,2,19,0.663776,0.299102,0.230975,0.775744,0.491114,0.466884,0.509405,0.33906,0.5042,0.58796,0.453334,0.462286,0.301535,0.715662,2500.44
1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,4,1,1,7,2,8,1,1,1,1,0.802988,0.358319,0.187583,0.789639,0.551723,0.644315,0.446076,0.67263,0.83155,0.44467,0.588753,0.594646,0.63026,0.360839,2504.33
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,4,6,1,1,5,6,1,13,2,2,22,1,8,34,1,8,136,0.418506,0.245921,0.139862,0.201989,0.325117,0.736321,0.6816,0.26847,0.26729,0.59869,0.407475,0.398747,0.858149,0.361011,2504.47
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,3,1,2,4,2,1,5,6,1,1,4,1,7,5,2,2,11,1,8,20,3,4,32,0.861574,0.555782,0.298977,0.738221,0.281143,0.916781,0.804096,0.80438,0.81945,0.80914,0.82184,0.810292,0.864518,0.360839,2504.52
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,1,6,1,3,3,1,6,4,4,2,4,2,1,4,1,3,5,0.305371,0.488789,0.711159,0.412789,0.422268,0.220282,0.303334,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.715002,2504.85
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,3,2,3,6,1,2,5,2,1,3,8,3,14,2,2,35,1,2,7,0.45271,0.620805,0.215772,0.935299,0.281143,0.396327,0.390306,0.26847,0.39849,0.57172,0.4922,0.481306,0.268941,0.306926,2516.38
1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,3,3,3,14,6,2,1,7,3,1,3,5,2,13,3,6,10,1,7,10,0.484469,0.555782,0.777587,0.229617,0.405415,0.457821,0.774678,0.33372,0.41471,0.47779,0.760322,0.747533,0.30435,0.381752,2516.95
2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,3,1,1,2,1,1,3,6,1,2,5,2,3,7,1,2,19,2,7,2,5,1,7,0.730887,0.555782,0.317666,0.309621,0.594196,0.596448,0.494478,0.68308,0.79047,0.60932,0.592525,0.579845,0.723122,0.232951,2529.33
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,3,3,3,11,2,1,1,2,1,3,3,4,2,3,4,9,3,1,3,4,0.471447,0.737068,0.61366,0.189137,0.295397,0.381515,0.363768,0.24564,0.40455,0.47225,0.334828,0.352251,0.342239,0.296629,2559.39
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,4,6,1,1,7,1,5,1,2,2,9,2,33,15,5,1,48,0.438385,0.422197,0.280933,0.364302,0.348388,0.704364,0.562866,0.34987,0.44767,0.53881,0.4922,0.481306,0.654753,0.208376,2560.64
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,9,6,1,3,6,2,1,3,4,2,95,2,10,2,1,3,9,0.490265,0.078346,0.484196,0.383428,0.777274,0.3724,0.434352,0.54236,0.39849,0.37493,0.430255,0.443374,0.282249,0.820518,2562.04
1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,2,11,1,2,2,1,1,3,4,2,61,1,33,31,1,3,2,0.40726,0.245921,0.462347,0.267727,0.585792,0.371301,0.363768,0.41182,0.34365,0.29595,0.324486,0.318249,0.276878,0.208403,2563.62
2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,6,4,1,5,1,2,2,6,2,6,5,1,4,6,0.689151,0.245921,0.150744,0.62377,0.543117,0.805112,0.612917,0.64577,0.64489,0.79139,0.588753,0.665644,0.820538,0.377475,2566.19
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,3,1,4,4,5,6,4,1,1,7,2,5,5,7,2,14,2,2,4,1,9,10,0.642763,0.555782,0.54977,0.327354,0.811271,0.690216,0.498919,0.33906,0.62542,0.73106,0.622276,0.609277,0.687115,0.30381,2572.32
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,3,3,3,6,1,1,7,3,5,3,5,2,11,1,6,11,1,3,15,0.51056,0.620805,0.80643,0.452887,0.405415,0.541712,0.698382,0.36636,0.52938,0.49444,0.802827,0.795809,0.342239,0.372261,2573.8
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,6,1,3,4,1,10,4,1,2,14,2,12,1,1,5,22,0.964279,0.620805,0.356819,0.83884,0.281143,0.960845,0.740081,0.75964,0.9833,0.82249,0.863052,0.879347,0.888944,0.842242,2579.17
1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,1,2,2,2,1,1,1,5,3,9,4,2,1,1,9,6,9,8,6,12,5,2,33,8,1,9,25,0.098529,0.422197,0.419161,0.809278,0.831634,0.168093,0.214943,0.58354,0.22969,0.17751,0.154404,0.153372,0.366638,0.206234,2586.21
1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,2,10,1,1,6,4,2,3,4,2,6,2,1,4,1,3,9,0.478678,0.245921,0.484196,0.309621,0.610834,0.290374,0.381301,0.26847,0.39447,0.37493,0.453334,0.443374,0.310026,0.724461,2587.4
2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,3,1,1,2,1,1,1,1,1,1,2,2,2,1,3,3,3,3,6,1,2,7,3,5,4,5,2,13,2,7,30,4,6,10,0.444104,0.620805,0.844219,0.208655,0.288217,0.500353,0.698901,0.31796,0.5042,0.34928,0.812519,0.800726,0.336261,0.237566,2595.52
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,6,1,2,3,1,4,6,2,3,21,2,2,2,1,4,41,0.192978,0.299102,0.634224,0.54456,0.281143,0.274644,0.360349,0.60087,0.23569,0.27777,0.269248,0.26476,0.605077,0.290603,2598.8
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,4,1,1,3,6,1,3,12,2,7,4,1,2,4,2,16,20,1,4,63,0.944971,0.555782,0.246911,0.642745,0.281143,0.935935,0.633999,0.96114,0.96909,0.83814,0.644013,0.908179,0.870644,0.750512,2611.8
1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,2,1,1,2,3,1,1,1,2,2,1,2,2,1,1,3,3,4,6,3,1,6,2,1,3,5,2,4,2,4,11,1,3,94,0.488816,0.422197,0.65431,0.318422,0.281143,0.443265,0.637086,0.36636,0.52938,0.39068,0.4922,0.481306,0.30435,0.603636,2614.25
2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,3,3,1,2,3,4,3,4,1,1,3,1,2,1,6,3,10,1,11,9,3,9,11,0.299256,0.555782,0.506105,0.844287,0.372405,0.344288,0.314714,0.95332,0.32865,0.3148,0.272329,0.267742,0.48667,0.4714,2620.72
2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,3,3,3,1,4,1,1,2,1,5,3,4,2,10,1,1,2,1,3,66,0.475784,0.681761,0.711159,0.584712,0.281143,0.493297,0.503484,0.76827,0.44352,0.45017,0.403714,0.395093,0.327393,0.708502,2626.97
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,1,1,2,1,8,4,1,1,4,2,5,8,2,2,4,2,2,20,1,4,24,0.61434,0.15999,0.230975,0.696873,0.281143,0.829824,0.708471,0.819,0.58325,0.80218,0.757468,0.74464,0.859764,0.313163,2632.4
1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,3,1,1,2,1,1,1,2,2,1,3,3,3,2,5,1,2,2,4,5,4,4,2,3,1,10,17,1,3,40,0.302917,0.199504,0.90167,0.373816,0.364322,0.468055,0.785763,0.36636,0.31219,0.27333,0.644013,0.630853,0.279556,0.823342,2634.34
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,13,6,1,1,2,1,3,2,2,2,16,2,7,3,7,9,3,0.311557,0.422197,0.462347,0.236924,0.388783,0.454904,0.401613,0.29758,0.32128,0.50556,0.352419,0.359249,0.601887,0.255055,2643.99
2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,1,1,2,1,1,1,1,2,2,1,2,2,1,1,3,3,4,4,1,3,6,2,1,3,4,2,6,1,7,36,1,3,17,0.638758,0.422197,0.506105,0.815505,0.704268,0.484481,0.46824,0.60659,0.5189,0.56081,0.464956,0.454705,0.407736,0.241037,2650.2
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,6,1,1,7,1,1,2,2,2,14,5,21,4,1,9,10,0.458463,0.488789,0.54977,0.327354,0.422268,0.707294,0.560436,0.35533,0.38249,0.74817,0.622276,0.609277,0.731059,0.283791,2655.84
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,13,6,1,1,5,2,3,7,1,2,21,2,7,2,3,1,7,0.730887,0.488789,0.317666,0.309621,0.594196,0.550457,0.446198,0.57771,0.79047,0.60932,0.592525,0.579845,0.717751,0.229395,2656.44
1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,13,6,3,1,4,2,5,5,1,2,6,2,10,5,2,1,6,0.826591,0.422197,0.26357,0.62377,0.473767,0.817706,0.480176,0.90055,0.84847,0.80218,0.644013,0.785706,0.814573,0.808211,2659.4
1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,3,3,1,1,4,5,1,1,1,1,7,1,3,5,7,8,8,2,10,9,1,4,16,0.64143,0.299102,0.230975,0.652072,0.332785,0.539667,0.479658,0.74629,0.66201,0.46672,0.396226,0.387819,0.666708,0.82278,2666.33
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,2,4,1,1,7,3,1,3,4,2,13,2,13,6,1,3,10,0.538034,0.488789,0.673861,0.432728,0.517162,0.436312,0.550932,0.3128,0.4832,0.45017,0.695685,0.682413,0.351299,0.294556,2666.68
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,6,10,1,1,5,2,5,2,2,2,10,1,21,9,1,4,72,0.513457,0.299102,0.440642,0.753703,0.281143,0.745352,0.561773,0.87954,0.521,0.60932,0.727671,0.714544,0.768525,0.266824,2669.66
1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,14,11,1,1,4,2,5,2,2,2,13,2,1,6,1,4,87,0.7263,0.785784,0.280933,0.493605,0.281143,0.873525,0.776225,0.68823,0.71934,0.81591,0.837272,0.826178,0.870644,0.725037,2675.65
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2,6,1,2,5,2,1,9,8,3,6,2,4,35,1,2,7,0.45271,0.422197,0.215772,0.935299,0.281143,0.398017,0.376655,0.26847,0.39849,0.57172,0.4922,0.481306,0.243546,0.602161,2682.54
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,3,6,1,1,5,4,6,7,1,2,27,4,19,5,1,4,36,0.676593,0.681761,0.215772,0.50382,0.666857,0.35337,0.343579,0.48266,0.75974,0.32935,0.480509,0.481306,0.611431,0.213597,2682.85
2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,3,3,3,4,7,1,1,2,1,3,3,4,2,11,5,1,37,1,3,71,0.51056,0.827585,0.506105,0.327354,0.957946,0.347214,0.430767,0.38318,0.46644,0.47779,0.341813,0.335036,0.3574,0.708971,2689.96
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,10,6,1,3,6,1,5,1,9,2,11,2,8,22,1,1,38,0.477231,0.555782,0.61366,0.336414,0.666857,0.709965,0.739036,0.42345,0.5126,0.61459,0.588753,0.576121,0.678452,0.363146,2698.66
